id,CPU clock(MHZ),CPU usage(%),vedio memory(MB),GPU usage(%),memory(MB),FPS,Type
16379,1343,20,802,18,1245,5,0
16380,1090,27,827,19,1247,6,0
16381,1088,26,810,15,1234,3,0
16382,1020,22,900,14,1167,10,0
16383,1174,26,854,10,1260,9,0
16384,1699,25,818,19,1245,4,0
16385,1162,28,834,10,1107,3,0
16386,1378,18,818,12,1256,7,0
16387,1713,19,862,15,1170,9,0
16388,1483,27,842,10,1198,3,0
16389,1420,19,845,12,1146,6,0
16390,1368,24,889,13,1251,5,0
16391,1233,22,824,9,1138,3,0
16392,1182,17,830,15,1193,7,0
16393,1291,20,804,11,1222,8,0
16394,1364,33,910,14,1138,8,0
16395,1237,32,876,13,1160,3,0
16396,1388,18,889,5,1187,3,0
16397,1242,32,837,13,1247,5,0
16398,1729,26,865,10,1230,8,0
16399,1765,23,860,14,1106,5,0
16400,1478,27,873,14,1163,9,0
16401,1071,33,847,5,1178,8,0
16402,1358,33,808,5,1277,4,0
16403,1538,18,838,5,1113,6,0
16404,1755,25,901,10,1124,4,0
16405,1258,33,858,12,1158,8,0
16406,1724,25,800,14,1174,10,0
16407,1760,31,790,7,1232,9,0
16408,1625,31,908,19,1234,4,0
16409,1327,29,855,17,1100,3,0
16410,1761,32,836,15,1162,3,0
16411,1679,25,907,5,1190,9,0
16412,1605,17,888,15,1282,7,0
16413,1776,26,900,16,1161,9,0
16414,1460,30,827,10,1166,9,0
16415,1609,29,815,17,1147,6,0
16416,1228,31,907,6,1259,10,0
16417,1704,24,830,12,1283,9,0
16418,1367,27,901,6,1215,3,0
16419,1046,18,867,6,1148,4,0
16420,1227,19,909,6,1237,3,0
16421,1456,18,786,18,1268,4,0
16422,1703,24,853,6,1184,7,0
16423,1019,22,804,10,1209,7,0
16424,1140,19,854,18,1113,7,0
16425,1207,17,828,15,1185,7,0
16426,1655,24,888,9,1237,7,0
16427,1007,20,866,12,1104,5,0
16428,1390,18,847,19,1156,9,0
16429,1655,33,802,9,1225,9,0
16430,1663,24,815,18,1266,8,0
16431,1621,20,828,18,1203,9,0
16432,1752,26,789,11,1157,8,0
16433,1329,17,856,17,1161,10,0
16434,1472,23,894,10,1247,5,0
16435,1088,27,832,19,1109,3,0
16436,1650,30,786,10,1157,6,0
16437,1258,22,804,15,1190,9,0
16438,1277,21,783,14,1177,7,0
16439,1674,23,850,6,1138,6,0
16440,1087,19,872,15,1117,7,0
16441,1438,28,783,7,1117,7,0
16442,1029,19,803,17,1232,9,0
16443,1337,23,779,14,1252,6,0
16444,1136,25,844,9,1100,4,0
16445,1062,28,894,18,1185,7,0
16446,1019,18,851,14,1225,6,0
16447,1448,33,864,17,1193,7,0
16448,1489,28,909,9,1110,4,0
16449,1497,25,909,17,1243,8,0
16450,1144,30,812,14,1143,3,0
16451,1268,21,872,6,1247,3,0
16452,1728,32,865,5,1164,8,0
16453,1440,30,848,11,1246,10,0
16454,1026,19,779,7,1275,7,0
16455,1672,31,864,7,1266,8,0
16456,1130,26,880,9,1118,6,0
16457,1491,29,858,8,1224,3,0
16458,1172,25,832,19,1131,4,0
16459,1012,29,899,5,1268,4,0
16460,1288,23,806,11,1112,3,0
16461,1581,30,827,8,1220,5,0
16462,1685,18,894,14,1102,5,0
16463,1377,29,858,18,1205,5,0
16464,1717,33,903,5,1208,7,0
16465,1239,17,841,17,1104,4,0
16466,1237,24,795,15,1221,4,0
16467,1600,26,823,15,1271,8,0
16468,1570,31,896,12,1157,8,0
16469,1609,33,837,8,1157,4,0
16470,1240,21,912,16,1245,7,0
16471,1291,26,860,17,1142,9,0
16472,1471,20,853,10,1183,7,0
16473,1762,23,794,13,1196,5,0
16474,1537,19,824,16,1185,10,0
16475,1501,30,834,5,1138,9,0
16476,1462,23,790,14,1226,6,0
16477,1239,25,854,15,1206,10,0
16478,1339,19,843,13,1179,7,0
16479,1618,27,819,15,1256,9,0
16480,1016,33,861,17,1207,8,0
16481,1213,32,832,7,1203,6,0
16482,1387,25,818,7,1154,9,0
16483,1056,28,854,12,1281,3,0
16484,1619,18,846,11,1110,7,0
16485,1619,20,859,7,1253,10,0
16486,1603,17,838,18,1221,3,0
16487,1474,23,877,8,1228,5,0
16488,1407,20,783,19,1245,10,0
16489,1061,22,871,13,1287,7,0
16490,1753,31,828,16,1101,7,0
16491,1125,17,814,6,1261,8,0
16492,1404,21,792,16,1167,5,0
16493,1527,18,907,5,1129,7,0
16494,1560,20,900,17,1153,7,0
16495,1532,27,834,18,1104,8,0
16496,1522,24,897,6,1210,7,0
16497,1530,26,899,15,1215,7,0
16498,1576,23,885,16,1269,7,0
16499,1716,21,878,10,1196,9,0
16500,1649,29,843,17,1228,8,0
16501,1190,29,891,17,1110,7,0
16502,1294,22,813,13,1118,7,0
16503,1498,17,845,7,1192,10,0
16504,1612,19,880,11,1207,4,0
16505,1500,19,840,17,1255,5,0
16506,1285,29,792,10,1109,5,0
16507,1495,25,791,5,1287,9,0
16508,1011,22,873,12,1111,7,0
16509,1232,31,830,11,1283,7,0
16510,1715,31,804,9,1226,5,0
16511,1094,25,879,16,1140,6,0
16512,1046,23,897,15,1251,10,0
16513,1091,32,780,8,1156,6,0
16514,1030,28,902,18,1108,9,0
16515,1424,26,812,18,1193,8,0
16516,1244,17,787,12,1237,3,0
16517,1275,21,795,14,1287,3,0
16518,1315,25,836,12,1135,7,0
16519,1161,33,841,15,1147,3,0
16520,1671,17,846,18,1112,5,0
16521,1004,30,883,10,1282,4,0
16522,1278,18,803,9,1263,8,0
16523,1516,28,865,12,1189,8,0
16524,1349,32,866,15,1251,4,0
16525,1594,26,855,19,1175,6,0
16526,1003,22,784,14,1269,10,0
16527,1767,24,843,8,1243,5,0
16528,1405,24,778,18,1250,6,0
16529,1533,17,892,5,1225,6,0
16530,1645,18,910,15,1231,4,0
16531,1278,22,818,11,1166,7,0
16532,1119,30,814,14,1222,9,0
16533,1084,28,906,16,1108,7,0
16534,1585,23,858,17,1269,4,0
16535,1190,25,904,11,1141,4,0
16536,1378,22,851,5,1116,7,0
16537,1719,32,789,18,1154,5,0
16538,1475,32,814,7,1255,7,0
16539,1636,18,879,7,1288,7,0
16540,1503,18,809,16,1234,10,0
16541,1306,33,783,13,1287,7,0
16542,1225,22,898,5,1240,4,0
16543,1497,19,899,11,1108,7,0
16544,1322,26,889,17,1243,10,0
16545,1318,24,809,6,1219,6,0
16546,1510,19,892,6,1120,9,0
16547,1654,17,852,12,1211,10,0
16548,1543,25,859,13,1215,3,0
16549,1518,19,818,13,1254,3,0
16550,1151,23,875,13,1228,6,0
16551,1398,23,874,7,1278,3,0
16552,1530,17,868,16,1193,9,0
16553,1330,33,851,19,1276,8,0
16554,1484,26,813,15,1171,8,0
16555,1443,29,899,8,1270,8,0
16556,1651,32,821,19,1189,8,0
16557,1718,30,881,13,1219,5,0
16558,1279,21,903,12,1109,7,0
16559,1321,18,786,6,1145,8,0
16560,1240,29,906,8,1119,3,0
16561,1360,27,889,13,1214,8,0
16562,1451,23,876,6,1170,8,0
16563,1439,26,870,19,1125,6,0
16564,1644,22,861,5,1230,3,0
16565,1516,17,845,10,1111,4,0
16566,1647,30,912,17,1111,6,0
16567,1017,26,817,18,1174,6,0
16568,1082,18,912,14,1143,5,0
16569,1016,30,878,17,1208,6,0
16570,1304,17,885,10,1268,9,0
16571,1270,29,818,8,1139,10,0
16572,1173,17,889,5,1124,3,0
16573,1042,22,841,9,1126,6,0
16574,1027,24,876,6,1205,4,0
16575,1551,28,866,16,1227,8,0
16576,1588,19,880,13,1279,7,0
16577,1012,33,841,6,1152,9,0
16578,1377,31,794,9,1141,8,0
16579,1315,17,814,18,1257,6,0
16580,1092,30,808,9,1179,9,0
16581,1279,22,812,14,1242,5,0
16582,1520,25,882,5,1163,5,0
16583,1379,32,833,6,1127,3,0
16584,1038,27,876,8,1264,6,0
16585,1064,32,800,14,1260,6,0
16586,1642,23,841,9,1119,8,0
16587,1115,18,846,7,1243,8,0
16588,1328,27,820,18,1206,7,0
16589,1761,30,838,6,1104,4,0
16590,1387,26,828,8,1172,4,0
16591,1739,21,805,11,1199,10,0
16592,1165,28,858,7,1246,5,0
16593,1572,19,863,13,1122,8,0
16594,1330,22,908,6,1178,10,0
16595,1019,28,844,5,1174,9,0
16596,1515,25,805,11,1191,8,0
16597,1768,33,891,17,1221,6,0
16598,1205,22,896,10,1267,8,0
16599,1454,23,787,6,1262,4,0
16600,1417,26,850,18,1138,6,0
16601,1372,27,886,9,1194,7,0
16602,1342,29,838,10,1198,6,0
16603,1353,18,907,14,1264,6,0
16604,1212,28,827,19,1260,4,0
16605,1433,19,851,6,1112,5,0
16606,1303,27,880,14,1122,8,0
16607,1057,18,900,13,1109,9,0
16608,1420,28,834,8,1174,9,0
16609,1776,23,870,6,1144,4,0
16610,1735,27,843,14,1153,8,0
16611,1574,19,888,9,1119,6,0
16612,1404,21,815,12,1124,9,0
16613,1701,32,788,17,1236,5,0
16614,1658,30,820,15,1238,9,0
16615,1595,19,868,17,1252,9,0
16616,1588,26,899,9,1260,4,0
16617,1751,23,800,16,1153,5,0
16618,1141,24,817,12,1121,6,0
16619,1176,17,904,8,1162,8,0
16620,1439,29,844,17,1130,6,0
16621,1512,18,804,11,1265,3,0
16622,1097,19,873,16,1262,10,0
16623,1057,30,802,6,1119,6,0
16624,1251,31,869,8,1106,7,0
16625,1510,20,864,7,1271,3,0
16626,1390,27,836,18,1179,10,0
16627,1528,24,826,16,1265,5,0
16628,1683,29,845,7,1215,5,0
16629,1229,25,839,10,1210,6,0
16630,1328,26,817,10,1201,9,0
16631,1103,32,880,18,1179,4,0
16632,1123,22,874,13,1216,6,0
16633,1102,32,850,19,1111,7,0
16634,1595,32,882,6,1260,7,0
16635,1605,27,896,5,1100,8,0
16636,1713,19,790,17,1160,7,0
16637,1003,24,802,12,1247,10,0
16638,1123,28,837,15,1220,8,0
16639,1212,21,825,19,1167,8,0
16640,1480,21,883,13,1173,8,0
16641,1233,26,897,5,1231,7,0
16642,1519,23,892,13,1161,7,0
16643,1603,25,837,7,1262,10,0
16644,1250,24,883,17,1216,5,0
16645,1033,18,824,19,1236,3,0
16646,1236,23,866,10,1287,9,0
16647,1415,20,873,8,1288,3,0
16648,1746,32,822,9,1136,5,0
16649,1498,22,795,5,1228,7,0
16650,1722,26,907,7,1118,7,0
16651,1227,27,786,16,1253,7,0
16652,1140,31,850,11,1106,8,0
16653,1760,20,846,6,1253,3,0
16654,1720,27,885,13,1171,6,0
16655,1498,23,779,11,1277,4,0
16656,1049,26,866,13,1168,5,0
16657,1044,19,831,18,1202,3,0
16658,1229,27,818,13,1267,9,0
16659,1013,19,826,13,1189,8,0
16660,1769,23,911,9,1182,7,0
16661,1737,28,818,12,1110,3,0
16662,1034,18,885,18,1185,4,0
16663,1335,26,837,19,1287,9,0
16664,1551,26,890,16,1285,10,0
16665,1075,30,860,13,1218,5,0
16666,1389,23,794,7,1244,6,0
16667,1111,22,834,5,1266,7,0
16668,1750,28,830,19,1253,10,0
16669,1044,23,809,5,1171,8,0
16670,1646,21,877,6,1107,10,0
16671,1184,29,805,17,1205,9,0
16672,1307,18,851,8,1252,9,0
16673,1384,20,803,12,1102,10,0
16674,1185,20,895,9,1192,6,0
16675,1400,18,861,10,1188,10,0
16676,1256,22,794,15,1227,10,0
16677,1384,21,818,8,1239,10,0
16678,1665,32,871,14,1230,8,0
16679,1731,23,906,19,1229,4,0
16680,1744,21,787,17,1232,5,0
16681,1692,18,778,19,1220,6,0
16682,1466,20,850,10,1215,10,0
16683,1309,20,831,8,1121,4,0
16684,1100,21,910,8,1141,7,0
16685,1323,26,865,18,1169,6,0
16686,1357,33,796,17,1219,8,0
16687,1167,26,853,7,1126,5,0
16688,1417,22,795,14,1279,7,0
16689,1154,24,813,17,1235,4,0
16690,1419,19,895,12,1202,9,0
16691,1085,33,861,12,1201,3,0
16692,1279,21,797,10,1203,6,0
16693,1092,33,821,14,1253,5,0
16694,1041,31,857,11,1137,8,0
16695,1653,32,841,6,1248,5,0
16696,1440,32,822,10,1205,4,0
16697,1532,23,808,7,1147,7,0
16698,1439,26,839,8,1280,8,0
16699,1747,18,884,16,1126,9,0
16700,1548,21,837,13,1219,6,0
16701,1609,29,872,11,1137,10,0
16702,1159,18,830,16,1228,3,0
16703,1547,31,822,7,1188,10,0
16704,1158,28,797,12,1102,6,0
16705,1674,25,808,16,1149,6,0
16706,1471,23,838,7,1281,10,0
16707,1092,17,781,18,1147,6,0
16708,1115,25,838,6,1235,5,0
16709,1034,33,810,9,1261,4,0
16710,1733,22,904,12,1267,7,0
16711,1482,30,857,15,1279,8,0
16712,1745,18,831,15,1286,8,0
16713,1088,22,804,19,1169,10,0
16714,1442,25,831,9,1216,6,0
16715,1175,31,821,6,1187,10,0
16716,1716,17,826,19,1147,9,0
16717,1697,30,859,5,1181,8,0
16718,1015,20,778,18,1199,7,0
16719,1465,19,806,17,1176,3,0
16720,1613,31,893,17,1116,4,0
16721,1064,18,870,11,1207,7,0
16722,1615,18,797,16,1175,9,0
16723,1057,33,905,18,1240,10,0
16724,1070,25,898,15,1176,8,0
16725,1318,24,880,7,1168,5,0
16726,1422,29,786,15,1125,9,0
16727,1530,33,791,12,1286,3,0
16728,1189,25,899,6,1212,10,0
16729,1450,26,786,17,1186,10,0
16730,1087,31,830,14,1219,5,0
16731,1444,26,778,10,1273,9,0
16732,1103,18,845,12,1196,5,0
16733,1190,25,905,17,1273,7,0
16734,1161,27,848,11,1204,6,0
16735,1206,22,845,15,1224,9,0
16736,1504,20,852,15,1204,3,0
16737,1590,19,907,6,1280,9,0
16738,1274,33,814,19,1112,6,0
16739,1345,18,909,11,1126,4,0
16740,1208,28,788,8,1239,9,0
16741,1376,23,906,7,1136,3,0
16742,1567,24,858,19,1190,3,0
16743,1638,21,863,10,1174,6,0
16744,1269,21,845,11,1119,3,0
16745,1570,24,815,14,1287,8,0
16746,1558,19,841,5,1121,9,0
16747,1305,32,791,14,1151,8,0
16748,1581,31,802,9,1105,8,0
16749,1120,22,807,16,1275,8,0
16750,1057,19,814,6,1135,10,0
16751,1087,30,844,8,1217,3,0
16752,1191,17,812,17,1225,5,0
16753,1659,20,892,9,1135,3,0
16754,1096,20,832,11,1190,7,0
16755,1253,18,821,16,1207,7,0
16756,1472,27,866,8,1268,10,0
16757,1287,18,786,18,1220,10,0
16758,1354,29,871,8,1193,10,0
16759,1236,30,827,16,1211,8,0
16760,1304,24,886,12,1113,4,0
16761,1374,27,852,8,1274,5,0
16762,1013,18,872,19,1212,9,0
16763,1004,23,907,17,1153,9,0
16764,1243,26,898,13,1199,5,0
16765,1715,21,794,11,1224,3,0
16766,1038,30,864,11,1162,10,0
16767,1180,22,820,17,1142,4,0
16768,1192,25,847,12,1199,3,0
16769,1406,20,912,9,1184,4,0
16770,1483,19,827,10,1208,10,0
16771,1145,30,786,14,1281,3,0
16772,1184,29,816,7,1277,10,0
16773,1200,29,808,9,1109,7,0
16774,1044,29,908,16,1178,4,0
16775,1234,29,857,11,1286,4,0
16776,1578,30,815,6,1150,5,0
16777,1406,28,810,10,1185,5,0
16778,1593,20,778,8,1277,4,0
16779,1645,20,875,19,1143,10,0
16780,1233,23,850,19,1101,4,0
16781,1370,32,877,5,1229,6,0
16782,1345,28,794,11,1215,7,0
16783,1645,20,795,5,1101,9,0
16784,1212,20,850,15,1289,8,0
16785,1536,33,853,18,1143,8,0
16786,1757,21,838,12,1282,7,0
16787,1640,25,811,5,1117,4,0
16788,1013,26,779,10,1178,5,0
16789,1285,21,868,8,1259,5,0
16790,1732,20,893,14,1208,9,0
16791,1514,19,886,11,1152,4,0
16792,1765,17,834,11,1209,10,0
16793,1373,25,784,18,1256,8,0
16794,1157,29,841,12,1149,8,0
16795,1348,24,786,13,1108,8,0
16796,1360,18,889,6,1137,5,0
16797,1257,25,868,18,1275,9,0
16798,1702,20,852,7,1259,10,0
16799,1134,33,857,14,1238,7,0
16800,1125,18,903,15,1224,8,0
16801,1409,27,793,7,1160,4,0
16802,1565,25,806,11,1231,9,0
16803,1485,28,853,15,1217,8,0
16804,1514,30,842,14,1285,10,0
16805,1654,21,821,5,1121,4,0
16806,1516,17,892,19,1284,6,0
16807,1285,18,900,8,1275,10,0
16808,1315,29,797,5,1279,7,0
16809,1015,18,893,16,1142,6,0
16810,1251,30,893,18,1232,9,0
16811,1086,19,870,18,1167,7,0
16812,1484,24,832,14,1262,5,0
16813,1142,25,789,19,1169,9,0
16814,1566,21,905,5,1195,10,0
16815,1147,30,820,5,1192,7,0
16816,1140,23,825,6,1246,3,0
16817,1621,27,896,19,1264,3,0
16818,1566,28,851,19,1131,7,0
16819,1046,30,785,9,1105,8,0
16820,1320,29,879,7,1151,8,0
16821,1084,18,814,6,1182,3,0
16822,1694,18,788,18,1259,4,0
16823,1159,28,788,14,1203,8,0
16824,1090,32,884,5,1239,5,0
16825,1418,31,902,12,1166,7,0
16826,1009,26,883,9,1192,4,0
16827,1371,26,821,10,1151,9,0
16828,1241,31,793,10,1247,7,0
16829,1505,17,882,10,1199,3,0
16830,1044,27,912,6,1248,8,0
16831,1377,31,873,6,1155,4,0
16832,1050,31,786,9,1156,4,0
16833,1122,19,899,6,1262,6,0
16834,1458,31,900,10,1211,3,0
16835,1681,29,781,13,1162,3,0
16836,1680,21,853,16,1110,8,0
16837,1215,30,812,12,1143,9,0
16838,1067,32,911,13,1151,10,0
16839,1652,30,785,8,1117,5,0
16840,1464,25,876,5,1105,3,0
16841,1352,27,851,6,1251,10,0
16842,1402,32,808,8,1223,9,0
16843,1201,33,898,15,1274,9,0
16844,1122,20,779,7,1212,5,0
16845,1623,21,888,16,1217,6,0
16846,1189,28,896,5,1176,5,0
16847,1670,28,798,9,1107,9,0
16848,1504,18,890,14,1201,3,0
16849,1667,18,791,12,1273,6,0
16850,1459,17,834,6,1117,3,0
16851,1022,26,850,12,1236,4,0
16852,1590,21,851,5,1125,4,0
16853,1687,31,875,13,1249,9,0
16854,1243,31,882,17,1117,10,0
16855,1421,32,861,7,1152,6,0
16856,1269,26,852,15,1121,7,0
16857,1464,33,854,14,1156,5,0
16858,1486,24,844,12,1228,8,0
16859,1051,25,783,15,1234,4,0
16860,1450,30,879,5,1150,10,0
16861,1568,24,864,11,1201,4,0
16862,1451,24,835,17,1125,6,0
16863,1623,20,871,9,1210,8,0
16864,1028,22,781,6,1150,8,0
16865,1744,26,863,15,1116,10,0
16866,1550,22,848,14,1109,8,0
16867,1011,30,866,6,1236,7,0
16868,1683,25,868,12,1271,5,0
16869,1738,31,816,19,1194,7,0
16870,1241,18,856,18,1285,9,0
16871,1128,19,861,8,1145,4,0
16872,1032,33,846,12,1201,3,0
16873,1085,31,905,14,1270,6,0
16874,1169,25,853,19,1164,7,0
16875,1100,24,788,15,1245,7,0
16876,1462,20,853,16,1229,3,0
16877,1023,20,845,8,1152,4,0
16878,1043,20,882,13,1262,7,0
16879,1337,32,876,19,1284,3,0
16880,1510,30,911,5,1177,4,0
16881,1533,18,838,15,1128,8,0
16882,1127,28,904,15,1217,7,0
16883,1771,22,778,7,1269,6,0
16884,1264,20,888,16,1136,7,0
16885,1457,33,912,9,1246,10,0
16886,1448,25,780,16,1287,8,0
16887,1178,32,830,11,1112,4,0
16888,1149,30,880,12,1134,10,0
16889,1619,26,905,6,1262,3,0
16890,1148,28,889,16,1217,8,0
16891,1066,24,841,16,1242,10,0
16892,1776,20,894,11,1245,3,0
16893,1659,22,849,15,1176,10,0
16894,1195,33,884,15,1287,5,0
16895,1313,21,789,11,1115,5,0
16896,1314,28,855,8,1159,9,0
16897,1029,20,809,13,1248,10,0
16898,1255,26,786,7,1184,10,0
16899,1515,33,826,8,1207,10,0
16900,1341,23,865,12,1190,3,0
16901,1443,28,786,16,1197,6,0
16902,1104,21,887,8,1287,8,0
16903,1400,20,783,12,1202,6,0
16904,1400,25,849,7,1282,9,0
16905,1074,26,799,5,1113,3,0
16906,1357,33,835,10,1206,10,0
16907,1609,27,897,13,1243,5,0
16908,1145,18,872,18,1113,6,0
16909,1452,20,900,16,1152,6,0
16910,1490,17,798,9,1140,6,0
16911,1759,32,788,14,1256,3,0
16912,1448,33,825,5,1190,7,0
16913,1373,30,849,10,1269,6,0
16914,1456,18,780,6,1215,8,0
16915,1730,32,892,5,1138,6,0
16916,1176,25,900,10,1182,9,0
16917,1287,17,781,16,1236,3,0
16918,1492,26,796,12,1253,4,0
16919,1462,30,872,13,1136,7,0
16920,1275,20,790,5,1248,8,0
16921,1624,19,782,18,1222,8,0
16922,1326,19,807,11,1130,6,0
16923,1461,18,850,15,1102,5,0
16924,1053,24,804,17,1287,7,0
16925,1447,28,815,9,1204,8,0
16926,1008,21,835,18,1216,8,0
16927,1145,26,804,14,1288,10,0
16928,1565,18,828,17,1284,6,0
16929,1276,28,904,5,1239,7,0
16930,1505,18,826,15,1172,4,0
16931,1540,30,871,17,1214,8,0
16932,1527,23,796,8,1191,7,0
16933,1049,22,885,7,1227,5,0
16934,1676,31,823,19,1235,3,0
16935,1760,33,785,10,1147,4,0
16936,1772,31,857,18,1177,6,0
16937,1305,24,786,17,1153,5,0
16938,1736,22,844,10,1189,10,0
16939,1046,30,872,7,1123,4,0
16940,1365,27,863,5,1215,8,0
16941,1390,20,863,7,1226,9,0
16942,1325,19,847,19,1185,4,0
16943,1353,32,832,8,1244,7,0
16944,1737,29,845,8,1140,3,0
16945,1729,28,837,17,1136,4,0
16946,1424,27,810,9,1176,9,0
16947,1258,33,784,16,1226,4,0
16948,1134,27,877,9,1159,10,0
16949,1586,33,880,14,1117,4,0
16950,1545,19,807,5,1266,5,0
16951,1143,31,860,5,1233,6,0
16952,1645,27,886,5,1212,3,0
16953,1398,18,888,5,1135,3,0
16954,1037,19,887,18,1264,9,0
16955,1149,29,868,12,1106,9,0
16956,1704,21,841,19,1174,9,0
16957,1742,29,906,17,1287,6,0
16958,1299,24,842,12,1276,3,0
16959,1408,29,886,13,1157,9,0
16960,1138,25,841,17,1149,7,0
16961,1272,23,839,10,1230,4,0
16962,1462,24,786,16,1195,5,0
16963,1039,24,781,7,1275,7,0
16964,1018,29,852,9,1208,5,0
16965,1640,23,840,17,1279,8,0
16966,1339,26,852,19,1145,8,0
16967,1613,24,816,17,1212,4,0
16968,1284,22,838,11,1188,8,0
16969,1331,23,887,14,1278,4,0
16970,1158,27,853,9,1181,7,0
16971,1304,28,803,17,1116,8,0
16972,1120,27,843,10,1111,10,0
16973,1673,22,782,18,1205,5,0
16974,1261,28,804,17,1200,7,0
16975,1585,32,895,9,1230,4,0
16976,1033,32,902,8,1264,6,0
16977,1214,31,825,13,1236,3,0
16978,1608,28,868,8,1195,8,0
16979,1711,30,779,13,1184,5,0
16980,1319,21,839,15,1118,7,0
16981,1593,30,891,15,1149,9,0
16982,1773,17,821,7,1219,7,0
16983,1548,26,884,8,1105,7,0
16984,1351,21,847,6,1175,8,0
16985,1095,28,829,9,1213,8,0
16986,1258,21,910,19,1207,3,0
16987,1651,27,799,19,1108,9,0
16988,1708,20,888,17,1249,10,0
16989,1709,26,828,10,1226,4,0
16990,1490,28,842,8,1163,10,0
16991,1335,31,887,18,1273,4,0
16992,1713,23,833,11,1108,9,0
16993,1518,25,833,17,1102,6,0
16994,1519,26,795,17,1161,10,0
16995,1568,20,829,13,1245,9,0
16996,1037,20,803,8,1165,6,0
16997,1135,22,847,13,1173,8,0
16998,1550,21,908,8,1188,4,0
16999,1264,32,787,6,1162,5,0
17000,1702,23,851,10,1213,6,0
17001,1188,26,806,18,1157,4,0
17002,1732,32,873,7,1102,4,0
17003,1395,31,829,7,1131,8,0
17004,1670,18,880,15,1123,4,0
17005,1141,25,840,5,1155,7,0
17006,1652,29,845,16,1172,7,0
17007,1607,31,861,18,1174,8,0
17008,1339,17,876,7,1206,3,0
17009,1582,18,856,15,1206,10,0
17010,1573,21,856,10,1208,10,0
17011,1295,23,890,11,1169,6,0
17012,1728,32,805,12,1120,10,0
17013,1261,24,785,15,1175,8,0
17014,1287,22,861,13,1189,3,0
17015,1075,25,879,15,1115,10,0
17016,1466,29,881,11,1171,10,0
17017,1089,17,879,19,1246,6,0
17018,1318,31,875,12,1147,5,0
17019,1761,23,791,16,1231,7,0
17020,1253,33,894,12,1132,8,0
17021,1031,21,900,18,1116,6,0
17022,1174,25,822,7,1134,6,0
17023,1294,28,816,5,1264,10,0
17024,1071,31,845,11,1201,10,0
17025,1755,17,818,9,1245,5,0
17026,1362,24,873,5,1117,3,0
17027,1300,25,789,7,1225,6,0
17028,1550,20,878,15,1194,6,0
17029,1598,21,887,10,1202,5,0
17030,1254,20,875,9,1255,6,0
17031,1272,27,854,17,1281,6,0
17032,1737,33,796,5,1244,8,0
17033,1712,21,834,18,1161,5,0
17034,1396,31,780,11,1133,10,0
17035,1493,27,906,17,1279,6,0
17036,1371,29,811,12,1214,5,0
17037,1587,30,836,15,1233,10,0
17038,1505,28,892,6,1164,10,0
17039,1431,24,882,7,1211,4,0
17040,1140,19,909,9,1230,9,0
17041,1692,23,819,12,1188,8,0
17042,1706,33,797,8,1267,9,0
17043,1445,20,783,14,1172,4,0
17044,1160,26,887,7,1199,9,0
17045,1575,25,856,7,1188,8,0
17046,1521,23,875,11,1202,3,0
17047,1316,25,816,11,1127,10,0
17048,1338,25,906,17,1262,6,0
17049,1140,26,852,10,1146,6,0
17050,1139,20,789,9,1203,3,0
17051,1283,23,865,10,1105,9,0
17052,1395,32,845,6,1161,4,0
17053,1612,19,854,8,1175,6,0
17054,1121,17,901,11,1142,8,0
17055,1454,25,911,11,1165,10,0
17056,1266,25,792,7,1144,10,0
17057,1746,21,802,17,1239,6,0
17058,1419,30,823,13,1122,8,0
17059,1616,22,855,9,1130,8,0
17060,1498,31,898,8,1241,8,0
17061,1744,21,818,15,1199,8,0
17062,1123,33,817,16,1169,4,0
17063,1107,23,868,18,1163,9,0
17064,1279,33,903,10,1270,4,0
17065,1501,33,858,9,1219,3,0
17066,1754,25,849,16,1162,3,0
17067,1074,25,829,11,1180,6,0
17068,1277,33,892,12,1219,9,0
17069,1474,27,800,14,1282,10,0
17070,1702,21,778,15,1160,10,0
17071,1298,28,880,7,1279,8,0
17072,1741,30,801,19,1163,7,0
17073,1455,30,902,14,1255,7,0
17074,1224,21,840,14,1265,4,0
17075,1218,31,852,9,1138,10,0
17076,1130,25,837,14,1236,3,0
17077,1215,29,893,15,1242,7,0
17078,1683,22,790,11,1113,3,0
17079,1527,29,855,15,1257,3,0
17080,1265,29,791,15,1101,8,0
17081,1017,20,907,16,1138,5,0
17082,1724,17,880,16,1109,9,0
17083,1729,26,820,15,1252,3,0
17084,1598,33,895,8,1119,7,0
17085,1630,32,785,19,1138,6,0
17086,1013,25,904,8,1264,4,0
17087,1440,31,859,12,1272,7,0
17088,1396,28,810,14,1263,4,0
17089,1750,29,875,8,1106,9,0
17090,1330,20,818,9,1180,7,0
17091,1473,22,785,10,1145,7,0
17092,1229,31,813,11,1255,6,0
17093,1083,27,894,18,1114,4,0
17094,1165,20,831,7,1228,9,0
17095,1764,31,848,18,1149,7,0
17096,1676,19,851,19,1219,10,0
17097,1762,25,831,5,1245,4,0
17098,1477,32,878,13,1269,5,0
17099,1217,26,861,7,1135,4,0
17100,1441,22,838,14,1172,9,0
17101,1221,19,791,11,1150,7,0
17102,1583,27,791,9,1226,5,0
17103,1425,30,806,8,1133,3,0
17104,1056,30,898,5,1191,10,0
17105,1655,33,883,17,1250,3,0
17106,1409,31,853,5,1204,4,0
17107,1663,30,834,18,1186,4,0
17108,1471,19,853,18,1137,10,0
17109,1602,24,792,11,1156,6,0
17110,1254,22,833,8,1197,10,0
17111,1736,33,870,6,1177,5,0
17112,1473,29,870,16,1204,6,0
